id,industry_group_id,industry_group_slug,source_site,title,company,location,salary,salary_min,salary_max,skills,experience_level,employment_type,description,requirements,posted_date,application_deadline,job_url,apply_url,content_hash,is_active,first_seen_at,last_seen_at,created_at,updated_at,raw_data
1020,6,sales-business-development,careerviet,Nhân Viên Kinh Doanh - Không Yêu Cầu Kinh Nghiệm,CÔNG TY TNHH MTV CHẾ TÁC VÀ KINH DOANH TRANG SỨC PNJ,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-khong-yeu-cau-kinh-nghiem.35C73A9B.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-khong-yeu-cau-kinh-nghiem.35C73A9B.html,7124c0c679186b234705445d96e162796f203abb3f9a725731306c79feebf2f0,t,2026-05-14 01:49:18.816851+00,2026-05-14 02:01:49.338033+00,2026-05-14 01:49:18.798986+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
1086,13,real-estate,careerviet,Director — Real Estate Investment & Leasing(MỚI),NANOCO GROUP,Hồ Chí Minh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/director-real-estate-investment-leasing.35C75E58.html,https://careerviet.vn/vi/tim-viec-lam/director-real-estate-investment-leasing.35C75E58.html,6361403fab0f1bd43c44eab47e5f02b049ffb2663da0d739d14c49e3fb78bfd5,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:49.338033+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
3447,7,customer-service,vietnamworks,Customer Service (Night Shift),Redbus VIETNAM,"","",,,{},,,Vị trí tại Redbus VIETNAM. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/customer-service-night-shift--2051714-jv,https://www.vietnamworks.com/customer-service-night-shift--2051714-jv?source=searchResults&searchType=2&placement=2051714&sortBy=date&qs=0,08c0d75041cb6637edbf01b0fd36fefe107ff5f9ec71abb8773cf1e2f9ba8572,t,2026-05-14 09:11:32.462274+00,2026-05-14 10:01:22.039705+00,2026-05-14 09:11:32.449519+00,2026-05-14 10:01:22.039705+00,"{'"source'": '"dom'"}"
3451,7,customer-service,vietnamworks,Chuyên Viên Quản Lý Khách Hàng Cao Cấp,Techcom Securities (Tcbs),"","",,,{},,,Vị trí tại Techcom Securities (Tcbs). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-quan-ly-khach-hang-cao-cap-2053708-jv,https://www.vietnamworks.com/chuyen-vien-quan-ly-khach-hang-cao-cap-2053708-jv?source=searchResults&searchType=2&placement=2053708&sortBy=date&qs=0,16c326cd25689052c3f6d0f7a0aa4447b83d025770f4153555c1d5ff82d5da12,t,2026-05-14 09:11:32.462274+00,2026-05-14 10:01:22.039705+00,2026-05-14 09:11:32.449519+00,2026-05-14 10:01:22.039705+00,"{'"source'": '"dom'"}"
3496,11,manufacturing-production,vietnamworks,"Kỹ Thuật Viên Sửa Chữa, Bảo Dưỡng","Panasonic Industrial Devices Vietnam CO., LTD (Pidvn)","","",,,{},,,"Vị trí tại Panasonic Industrial Devices Vietnam CO., LTD (Pidvn). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.","",,,https://www.vietnamworks.com/ky-thuat-vien-sua-chua-bao-duong--2050332-jv,https://www.vietnamworks.com/ky-thuat-vien-sua-chua-bao-duong--2050332-jv?source=searchResults&searchType=2&placement=2050332&sortBy=date&qs=0,a8fd318a42839eaa0ee5c0b35dc479b1d23908c03d5d870c9b8fed34430af845,t,2026-05-14 09:11:33.154924+00,2026-05-14 10:01:22.785842+00,2026-05-14 09:11:33.148926+00,2026-05-14 10:01:22.785842+00,"{'"source'": '"dom'"}"
3454,8,education-training,vietnamworks,Faculty Assistant,VGU - Vietnamese German University,"","",,,{German},,,Vị trí tại VGU - Vietnamese German University. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/faculty-assistant-2036317-jv,https://www.vietnamworks.com/faculty-assistant-2036317-jv?source=searchResults&searchType=2&placement=2036317&sortBy=date&qs=0,c689f21ff040994179b25a5f65ff10ba3ce5f3815515eaf8c8b79eeef9f196c3,t,2026-05-14 09:11:32.562055+00,2026-05-14 10:01:23.675729+00,2026-05-14 09:11:32.55015+00,2026-05-14 10:01:23.675729+00,"{'"source'": '"dom'"}"
3318,7,customer-service,careerviet,Nhân Viên Chăm Sóc Khách Hàng (Ca Đêm)(MỚI),CÔNG TY TNHH THƯƠNG MẠI ĐIỆN TỬ THẾ GIỚI TRẺ SHIQINGHUI,Hồ Chí Minh,Lương: 15 Tr - 50 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-ca-dem.35C74D79.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-ca-dem.35C74D79.html,7e943f00eb4069b522c7a87c811f26b290e429220f5f7ea038830a636bedbc91,t,2026-05-14 09:11:30.768578+00,2026-05-14 10:01:23.958412+00,2026-05-14 09:11:30.72456+00,2026-05-14 10:01:23.958412+00,"{'"source'": '"dom'"}"
897,6,sales-business-development,vietnamworks,Sales Staff/ Nhân Viên Kinh Doanh,CÔNG TY TRÁCH NHIỆM HỮU HẠN AK VINA,"","",,,{},,,Vị trí tại CÔNG TY TRÁCH NHIỆM HỮU HẠN AK VINA. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/sales-staff-nhan-vien-kinh-doanh-2053397-jv,https://www.vietnamworks.com/sales-staff-nhan-vien-kinh-doanh-2053397-jv?source=searchResults&searchType=2&placement=2053397&sortBy=date&qs=0,63def5c71b2d63d7d99913f3066c2044dbfc92e5e2f3d290301b07916bc558e4,t,2026-05-14 01:42:21.135359+00,2026-05-14 03:46:46.618203+00,2026-05-14 01:42:20.907851+00,2026-05-14 03:46:46.618203+00,"{'"source'": '"dom'"}"
3743,1,information-technology,topcv,Chuyên Viên BIM,CÔNG TY CP ĐẦU TƯ VÀ XÂY DỰNG XUÂN MAI,Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-bim/2153042.html,https://www.topcv.vn/viec-lam/chuyen-vien-bim/2153042.html,da3461160bfdf5f423884664416f99cf38eb4dc20d1f4e6157ee5072232dcbd1,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
3745,12,construction-engineering,topcv,Kỹ Sư Giám Sát Công Trường (Không Y/C Kinh Nghiệm),CÔNG TY TNHH S-FORM VIETNAM,Hà Nội,10 - 12 triệu,10,12,{},,,"","",,,https://www.topcv.vn/viec-lam/ky-su-giam-sat-cong-truong-khong-y-c-kinh-nghiem/2136541.html,https://www.topcv.vn/viec-lam/ky-su-giam-sat-cong-truong-khong-y-c-kinh-nghiem/2136541.html,51425db71255c91269600ef97757f21e63e8049c46d4a91fb45ea5e1049b6285,t,2026-05-14 09:50:48.786131+00,2026-05-14 10:01:20.844032+00,2026-05-14 09:50:48.946999+00,2026-05-14 10:01:20.844032+00,"{'"source'": '"dom'"}"
430,18,administration-office,vietnamworks,Spare Parts Warehouse Officer,"SEI Electronic Components (Vietnam), Ltd.","","",,,{},,,"Vị trí tại SEI Electronic Components (Vietnam), Ltd.. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.","",,,https://www.vietnamworks.com/spare-parts-warehouse-officer--2029177-jv,https://www.vietnamworks.com/spare-parts-warehouse-officer--2029177-jv?source=searchResults&searchType=2&placement=2029177&sortBy=date&qs=0,8d0ebc93c2f8b1523c1e406c64bcb35f03bd36b3d8ea06cc50f9e6686a8bcbfe,t,2026-05-13 16:22:18.000897+00,2026-05-14 02:01:49.338033+00,2026-05-13 16:22:18.006072+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
3744,4,accounting-auditing,topcv,Nhân Viên Kế Toán,"",Hồ Chí Minh (mới),12 - 13 triệu,12,13,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan/2155190.html,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan/2155190.html,e9088dce2b758d8dc0dc3b04c9098ffbc4624ca22162882a9a08adecb3077cf6,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
3746,12,construction-engineering,topcv,Nhân Viên Thiết Kế 3D / Kiến Trúc Sư (Thu Nhập Hấp Dẫn Upto 30tr/Tháng),CÔNG TY TNHH THỜI TRANG NÓN SƠN,Hồ Chí Minh (mới) & Đồng Nai (mới),25 - 30 triệu,25,30,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-3d-kien-truc-su-thu-nhap-hap-dan-upto-30tr-thang/2160336.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-3d-kien-truc-su-thu-nhap-hap-dan-upto-30tr-thang/2160336.html,dc23ac06b8eba80e073fd7a382b76d566de5c420ebd84059fe37c146a629a1ed,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
72,9,healthcare-medical,vietnamworks,Cố Vấn Y Khoa (Phát Triển Danh Mục Sản Phẩm),Công Ty Cổ Phần Dược Phẩm Savi,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Dược Phẩm Savi. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/co-van-y-khoa-phat-trien-danh-muc-san-pham-2046355-jv,https://www.vietnamworks.com/co-van-y-khoa-phat-trien-danh-muc-san-pham-2046355-jv?source=searchResults&searchType=2&placement=2046355&sortBy=date&qs=0,f78642270164ebf001721503c9ffbc26786baa54d70a639daeeda5168ce8a668,t,2026-05-12 12:02:41.863611+00,2026-05-14 10:01:22.228638+00,2026-05-12 12:02:41.841969+00,2026-05-14 10:01:22.228638+00,"{'"source'": '"dom'"}"
3439,6,sales-business-development,vietnamworks,Nhân Viên Kinh Doanh Bất Động Sản,Công Ty TNHH Phát Triển Phú Mỹ Hưng,"","",,,{},,,Vị trí tại Công Ty TNHH Phát Triển Phú Mỹ Hưng. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/nhan-vien-kinh-doanh-bat-dong-san--2044850-jv,https://www.vietnamworks.com/nhan-vien-kinh-doanh-bat-dong-san--2044850-jv?source=searchResults&searchType=2&placement=2044850&sortBy=date&qs=0,a4f07dec18a4b4193acec1e360cd0c31236e67da027eff76c03ac7eb4588c8ac,t,2026-05-14 09:11:32.351105+00,2026-05-14 10:01:22.940713+00,2026-05-14 09:11:32.33654+00,2026-05-14 10:01:22.940713+00,"{'"source'": '"dom'"}"
3360,2,marketing-communication,vietnamworks,Deputy General Manager | Phó Tổng Giám Đốc (Nhà Máy Việt Nam),CÔNG TY TNHH FANZHOU (VIỆT NAM),"","",,,{},,,Vị trí tại CÔNG TY TNHH FANZHOU (VIỆT NAM). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/deputy-general-manager-or-pho-tong-giam-djoc-nha-may-viet-nam-2050386-jv,https://www.vietnamworks.com/deputy-general-manager-or-pho-tong-giam-djoc-nha-may-viet-nam-2050386-jv?source=searchResults&searchType=2&placement=2050386&sortBy=date&qs=0,039138dd5cb6107f71c7566974289c2b0e3736a66161095f42a3df7e123bef21,t,2026-05-14 09:11:31.294525+00,2026-05-14 10:01:23.484018+00,2026-05-14 09:11:31.262654+00,2026-05-14 10:01:23.484018+00,"{'"source'": '"dom'"}"
1200,7,customer-service,vietnamworks,Chuyên Viên Cao Cấp Chiến Lược CSKH Và Chuyển Đổi Số,BIM Group,"","",,,{BIM},,,Vị trí tại BIM Group. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-cao-cap-chien-luoc-cskh-va-chuyen-djoi-so-2044561-jv,https://www.vietnamworks.com/chuyen-vien-cao-cap-chien-luoc-cskh-va-chuyen-djoi-so-2044561-jv?source=searchResults&searchType=2&placement=2044561&sortBy=date&qs=0,c7491b625b5380d60ca3949392064d6a9ce3caa99c05f408828060790ac2c54f,t,2026-05-14 02:15:29.548414+00,2026-05-14 03:46:51.414319+00,2026-05-14 02:15:29.414463+00,2026-05-14 03:46:51.414319+00,"{'"source'": '"dom'"}"
3201,1,information-technology,careerviet,Nhân viên kinh doanh (Bình Dương tuyển gấp)(MỚI),CIG SCI-TECH COMPANY LIMITED,Bình Dương,Lương: 12 Tr - 20 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-binh-duong-tuyen-gap.35C75EB7.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-binh-duong-tuyen-gap.35C75EB7.html,a5142aba9506063ec01ef7cb4298eaf4c8cd4acdbbeef011ca751ba577237bd0,t,2026-05-14 03:46:44.163268+00,2026-05-14 03:47:07.069977+00,2026-05-14 03:46:44.178448+00,2026-05-14 03:47:07.069977+00,"{'"source'": '"dom'"}"
3747,4,accounting-auditing,topcv,Kế Toán Tổng Hợp - Đi Làm Ngay,CÔNG TY TNHH THIẾT BỊ PHỤ TÙNG NÔNG NGHIỆP TRẦN MINH,Hồ Chí Minh (mới),15 - 26 triệu,15,26,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-di-lam-ngay/2142219.html,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-di-lam-ngay/2142219.html,221a5e62cf7ed736f57f03810a977f0127959208ee215b86fd7e868bd25643ba,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
3748,15,media-content,topcv,Nhân Viên Kiểm Duyệt Nội Dung Âm Nhạc/Content Moderator - Music Social Platform- 5 Days/Week,CÔNG TY TNHH VIETNAM CONCENTRIX SERVICES,Hồ Chí Minh (mới),Từ 9 triệu,9,,{},,,"","",,,https://www.topcv.vn/brand/concentrixservices/tuyen-dung/nhan-vien-kiem-duyet-noi-dung-am-nhac-content-moderator-music-social-platform-5-days-week-j2148256.html,https://www.topcv.vn/brand/concentrixservices/tuyen-dung/nhan-vien-kiem-duyet-noi-dung-am-nhac-content-moderator-music-social-platform-5-days-week-j2148256.html,87bb4aba2478f69f17e92a6378a3212e066159df617a9ccd30a700cbf3feba59,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
3803,6,sales-business-development,topcv,"Chuyên Viên Kinh Doanh/ Sales Tư Vấn Mua Bán Căn Hộ BĐS (Hỗ Trợ Data Nóng, Tỷ Lệ Chốt Cao - Lương Cứng Từ 8,000,000 + Hoa Hồng Hấp Dẫn) - Tại TPHCM/ Bình Dương",CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN GPT,Hồ Chí Minh (mới),20 - 100 triệu,20,100,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-sales-tu-van-mua-ban-can-ho-bds-ho-tro-data-nong-ty-le-chot-cao-luong-cung-tu-8-000-000-hoa-hong-hap-dan-tai-tphcm-binh-duong/2154450.html,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-sales-tu-van-mua-ban-can-ho-bds-ho-tro-data-nong-ty-le-chot-cao-luong-cung-tu-8-000-000-hoa-hong-hap-dan-tai-tphcm-binh-duong/2154450.html,974ad75c5a63bbfca8dfb79cff52ab597c37f678e9c0f84bd3fe9f577c6371b7,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
3749,1,information-technology,topcv,Nhân Viên Sale B2B - Dự Án Thu Nhập Từ 18 - 30 Triệu (Lương Cứng 12 Triệu) Tại Hà Nội,"",Hà Nội,18 - 30 triệu,18,30,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-sale-b2b-du-an-thu-nhap-tu-18-30-trieu-luong-cung-12-trieu-tai-ha-noi/2040624.html,https://www.topcv.vn/viec-lam/nhan-vien-sale-b2b-du-an-thu-nhap-tu-18-30-trieu-luong-cung-12-trieu-tai-ha-noi/2040624.html,52119480a296c40f2850951e28f3fe8f7cd934ee26f3d36f0947cb0dc6a2349f,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
3804,6,sales-business-development,topcv,"Chuyên Viên Kinh Doanh/ Sales/ Tư Vấn BĐS Nghỉ Dưỡng Có Kinh Nghiệm Tại Hà Nội, Có Lương Cứng, Thu Nhập 100tr ++",CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ SRT MIỀN BẮC,Hà Nội,Từ 100 triệu,100,,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-sales-tu-van-bds-nghi-duong-co-kinh-nghiem-tai-ha-noi-co-luong-cung-thu-nhap-100tr/2156767.html,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-sales-tu-van-bds-nghi-duong-co-kinh-nghiem-tai-ha-noi-co-luong-cung-thu-nhap-100tr/2156767.html,a12ecb0cb0a3ca554c5920ea3015ca2180b3a7ba8af52b12d4bb1cc48d6b0a6f,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
3805,6,sales-business-development,topcv,Nhân Viên Kinh Doanh/ Tư Vấn/Bán Hàng Ô Tô - Lương Cơ Bản + Hoa Hồng - Công Ty Hỗ Trợ Data - Thu Nhập 50tr,CÔNG TY TNHH ĐẦU TƯ MINH NHI,Hồ Chí Minh (mới) & Cần Thơ (mới),Từ 20 triệu,20,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-ban-hang-o-to-luong-co-ban-hoa-hong-cong-ty-ho-tro-data-thu-nhap-50tr/2143291.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-ban-hang-o-to-luong-co-ban-hoa-hong-cong-ty-ho-tro-data-thu-nhap-50tr/2143291.html,715f0816a782b65c66a22caffa632054f41d40b553317404d9dbf1310ab782c8,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
3361,2,marketing-communication,vietnamworks,Accounts Receivable Accountant,Công Ty TNHH I.P. One (Việt Nam),"","",,,{},,,Vị trí tại Công Ty TNHH I.P. One (Việt Nam). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/accounts-receivable-accountant-2048117-jv,https://www.vietnamworks.com/accounts-receivable-accountant-2048117-jv?source=searchResults&searchType=2&placement=2048117&sortBy=date&qs=0,03bbd85cbd43b03a4da463999e205afd3fcd7076a52c2e47fd9ddfb644a1eaab,t,2026-05-14 09:11:31.294525+00,2026-05-14 10:01:21.67682+00,2026-05-14 09:11:31.262654+00,2026-05-14 10:01:21.67682+00,"{'"source'": '"dom'"}"
205,9,healthcare-medical,vietnamworks,Nhân Viên Y Tế (Trình Độ Y Sĩ),Công Ty TNHH Ô Tô Isuzu Việt Nam,"","",,,{},,,Vị trí tại Công Ty TNHH Ô Tô Isuzu Việt Nam. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/nhan-vien-y-te-trinh-djo-y-si-2043595-jv,https://www.vietnamworks.com/nhan-vien-y-te-trinh-djo-y-si-2043595-jv?source=searchResults&searchType=2&placement=2043595&sortBy=date&qs=0,438248f73446f3248e3848d2bcda76c6158fb790e18f907ee201931377ac7d37,t,2026-05-12 13:18:45.615066+00,2026-05-14 10:01:22.228638+00,2026-05-12 13:18:45.631142+00,2026-05-14 10:01:22.228638+00,"{'"source'": '"dom'"}"
209,9,healthcare-medical,vietnamworks,Medical Director Assistant,CÔNG TY CỔ PHẦN UNIK XANH,"","",,,{},,,Vị trí tại CÔNG TY CỔ PHẦN UNIK XANH. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/medical-director-assistant-2033640-jv,https://www.vietnamworks.com/medical-director-assistant-2033640-jv?source=searchResults&searchType=2&placement=2033640&sortBy=date&qs=0,dfe79701487f94b08d566e57ef49ff561340d862f423764c9c01a4d1eef833d6,t,2026-05-12 13:18:45.615066+00,2026-05-14 10:01:22.228638+00,2026-05-12 13:18:45.631142+00,2026-05-14 10:01:22.228638+00,"{'"source'": '"dom'"}"
3750,6,sales-business-development,topcv,Nhân Viên Kinh Doanh / Sales / Tư Vấn - Ưu Tiên Giao Tiếp Tốt Tiếng Anh - Lương Cơ Bản Từ 15-18 Triệu - Tại Hà Nội,CÔNG TY TNHH M.V LIÊN MINH - CHI NHÁNH TẠI HÀ NỘI,Hà Nội,20 - 25 triệu,20,25,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-tu-van-uu-tien-giao-tiep-tot-tieng-anh-luong-co-ban-tu-15-18-trieu-tai-ha-noi/2129218.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-tu-van-uu-tien-giao-tiep-tot-tieng-anh-luong-co-ban-tu-15-18-trieu-tai-ha-noi/2129218.html,7f0decbd370dd1b60668f835197cb78ba38cf0bbbfae2c67a2cb5467ceda08d6,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
3751,7,customer-service,topcv,"Chăm Sóc Khách Hàng (Đối Tác Doanh Nghiệp, Thương Hiệu Lớn)","",Hà Nội & Hải Phòng (mới),9 - 12 triệu,9,12,{},,,"","",,,https://www.topcv.vn/viec-lam/cham-soc-khach-hang-doi-tac-doanh-nghiep-thuong-hieu-lon/2160047.html,https://www.topcv.vn/viec-lam/cham-soc-khach-hang-doi-tac-doanh-nghiep-thuong-hieu-lon/2160047.html,94812ce496c5662cbe4a64d79c6e337306f4eda4d40480dab79ec63d9f5dc28a,t,2026-05-14 09:50:48.786131+00,2026-05-14 10:01:20.844032+00,2026-05-14 09:50:48.946999+00,2026-05-14 10:01:20.844032+00,"{'"source'": '"dom'"}"
3806,6,sales-business-development,topcv,Trưởng Phòng Kinh Doanh - Thu Nhập Hấp Dẫn / Tại KCN CHÀNG SƠN- XÃ TÂY PHƯƠNG- TP HÀ NỘI,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TRAN DUONG FORKLIFTS,Hà Nội,20 - 50 triệu,20,50,{},,,"","",,,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-thu-nhap-hap-dan-tai-kcn-chang-son-xa-tay-phuong-tp-ha-noi/2139005.html,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-thu-nhap-hap-dan-tai-kcn-chang-son-xa-tay-phuong-tp-ha-noi/2139005.html,ff0b101a11b217915733549faa3c2834b25e79eebfa85d027a75ed5daa0cdb28,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
3807,6,sales-business-development,topcv,Chuyên Viên Telesales - Thu Nhập Upto 30 Triệu,"",Hà Nội,10 - 30 triệu,10,30,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-telesales-thu-nhap-upto-30-trieu/2145871.html,https://www.topcv.vn/viec-lam/chuyen-vien-telesales-thu-nhap-upto-30-trieu/2145871.html,0e86651411746f33a3432b8dfea024c2ea27a37049f57e17b866e2158f2d9bae,t,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.844032+00,2026-05-14 10:01:20.843075+00,2026-05-14 10:01:20.843075+00,"{'"source'": '"dom'"}"
207,9,healthcare-medical,vietnamworks,Nhân Viên Y Tế Kiêm Nhân Viên Hành Chính,Son Ha Spice & Flavorings/pacific Basin Partnership - Mitani Corporation,"","",,,{Partnership},,,Vị trí tại Son Ha Spice & Flavorings/pacific Basin Partnership - Mitani Corporation. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/nhan-vien-y-te-kiem-nhan-vien-hanh-chinh-2048308-jv,https://www.vietnamworks.com/nhan-vien-y-te-kiem-nhan-vien-hanh-chinh-2048308-jv?source=searchResults&searchType=2&placement=2048308&sortBy=date&qs=0,1f766fa9ab892ebf83d5ff8575247779099c345e6c111440ae8fc7180899436d,t,2026-05-12 13:18:45.615066+00,2026-05-14 10:01:22.228638+00,2026-05-12 13:18:45.631142+00,2026-05-14 10:01:22.228638+00,"{'"source'": '"dom'"}"
3752,1,information-technology,topcv,Business Analyst (BA),TỔNG CÔNG TY VIỄN THÔNG VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/business-analyst-ba/2154332.html,https://www.topcv.vn/viec-lam/business-analyst-ba/2154332.html,637d83496ab8278e01ecf27b5e6161e35fc3ca735fc9b93e7a8eb1646cd25087,t,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.786131+00,2026-05-14 09:50:48.946999+00,2026-05-14 09:50:48.946999+00,"{'"source'": '"dom'"}"
2546,7,customer-service,vietnamworks,Customer Experience Officer - Nhân Viên Chăm Sóc Khách Hàng,"","","",,,{},,,Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/customer-experience-officer-nhan-vien-cham-soc-khach-hang--2044630-jv,https://www.vietnamworks.com/customer-experience-officer-nhan-vien-cham-soc-khach-hang--2044630-jv?source=searchResults&searchType=2&placement=2044630&sortBy=date&qs=0,fbfc0993f2c7e12ff3bafa3095440e29c32c01a04f5e089cf571bbc23399dc52,t,2026-05-14 03:17:32.068512+00,2026-05-14 03:46:51.414319+00,2026-05-14 03:17:32.045734+00,2026-05-14 03:46:51.414319+00,"{'"source'": '"dom'"}"
382,2,marketing-communication,careerviet,QC Online/ Nhân Viên Kiểm Tra Chất Lượng Trên Chuyền,Công Ty TNHH Detmold Packaging Vietnam,Bình Dương,Lương: 9 Tr - 12 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/qc-online-nhan-vien-kiem-tra-chat-luong-tren-chuyen.35C736B3.html,https://careerviet.vn/vi/tim-viec-lam/qc-online-nhan-vien-kiem-tra-chat-luong-tren-chuyen.35C736B3.html,b66280501cc07f31ae1613b48f5766a58883f6b5c21b4291cf14f59dc38c6b6b,t,2026-05-13 16:22:09.502797+00,2026-05-14 03:47:04.215076+00,2026-05-13 16:22:09.450625+00,2026-05-14 03:47:04.215076+00,"{'"source'": '"dom'"}"
