conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d27f4aa8-7986-417d-889f-f803c79266cc,skill/competence,occupation-specific,keep markings legible,"keep signs and markings legible
keep signs and markings readable
maintain markings on paved surfaces
maintain readability of signs and markings on paved services
keep marking on roads legible
keep road-markings and signs legible
keep road markings legible
ensure markings on paved surfaces remain legible
keep markings readable
ensure legibility of markings on paved surfaces
ensure markings on paved surface remain readable
maintain legibility of signs and markings on paved surfaces",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Keep markings legible through all seasons. Prevent markings on lanes and paved areas from becoming discoloured or faded.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2802d92-8ff3-4289-bd3d-a2bf5746a897,skill/competence,occupation-specific,deliver fertiliser,"deliver fertilizer
transport fertiliser
transporting fertiliser
fertiliser transporting
fertiliser delivering
delivering fertiliser",,released,2016-12-20T18:17:22Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Deliver ferilisers to clients.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2810e30-951b-4cfa-b7dc-06f81e5f4763,knowledge,sector-specific,staple spinning machine technology,"monitoring and maintenance of staple spinning machinery
staple spinning machines
staple spinning machinery
staple fibre spinning machine technology
staple fiber spinning machine technology
staple spinning machinery technology
staple yarn spinning machine technology
technologies and operation of staple spinning machines",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Technologies, operations, monitoring and maintenance of machines during the yarn spinning process."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d283f0ad-aff5-4d08-9098-81151ec6c511,skill/competence,sector-specific,wash vehicles,"cleanse vehicles
wash vehicle
valet vehicles
clean vehicles
washing vehicles
wash a vehicle",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Wash and dry vehicle and ensure that paint is kept intact by waxing and polishing vehicle using the appropriate tools.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d284d266-4307-4c6b-bcb5-df9008f0a701,skill/competence,sector-specific,scoop medicinal preparations,"capsulating machine loading
loading capsulating machine
load capsulating machine
medicinal preparation scooping
scooping medicinal preparations",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Scoop medicinal preparations into the capsulating machine's filling hopper.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2899449-4b05-47cd-bc33-4f16dcd00290,skill/competence,occupation-specific,tend auger-press,"auger-press tending
operating auger-press
operate auger-press
tending auger-press
auger-press operating",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Tend the auger press in order to perform the pressing of clay products such as tiles or pipes.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d28bf3f7-4659-4405-9979-b1270c4c4322,skill/competence,sector-specific,manage kiln ventilation,"managing kiln ventilation
regulate kiln ventilation
oversee kiln ventilation
supervise kiln ventilation
maintain kiln ventilation",,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Managing a product specific and energy efficient kiln ventilation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2a705e7-2e27-47ba-a8d9-46f30de7f2e2,skill/competence,sector-specific,promote cultural venue in schools,"promote cultural activities in schools
promote culture in schools
promote cultural collections in schools
promote schools as a cultural venue",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Contact schools and teachers to promote the use of museum collections and activities.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2a921a0-894d-4a4e-aeb4-602914c33a5e,knowledge,sector-specific,manufacturing of doors from metal,"assembling of doors from metal
metal container fabrication
construction of doors from metal
building of doors from metal",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The manufacture of metal doors, windows and their frames, shutters and gates, and the metal room partitions for floor attachment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2a9965e-6f93-4edc-90e6-125f063fb5b0,skill/competence,sector-specific,examine prospective blast area,"examining blast areas
examining of blast areas
examination of blast areas
blast areas examination
assessing blast areas
assessing blast area
assessment of blast area
blast area examination
assess blast area
assess blast areas
blast area assessment
blast areas assessment
assessment of blast areas",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Examine explosion areas to determine the appropriate amount of explosives required. Ensure compliance to safety regulations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2a9f2d0-9de7-44ce-a168-590b85234f20,skill/competence,cross-sector,teach corporate skills,"educate on corporate skills
teaching corporate skills
explain corporate skills
provide instruction on corporate skills
teaches corporate skills",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Teach the skills necessary for operating in an organisation to the employees of an institution. Educate them on general or technical skills, ranging from computer skills to interpersonal skills."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2adb565-a865-424d-aeb5-9fbcbf2afe2a,knowledge,sector-specific,Joomla,Joomla software,,released,2024-01-10T14:54:00.284Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The open-source web-based software system written in PHP, used for creating, editing, publishing and archiving blogs, articles, corporate or small business websites, social networking websites or press releases."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2adf974-7868-4ede-bc48-9f88824ab250,skill/competence,occupation-specific,test semiconductors,"checking semi-conductors
checking semiconductors
check semi-conductors
test semi-conductors
semiconductor testing
semi-conductor checking
testing semiconductors
semiconductor checking
semi-conductor testing
testing semi-conductors",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Use semiconductor automated test equipment (ATE) to check and diagnose malfunctions in semiconductors and their components, such as resistors, capacitors, and inductors. Apply different testing techniques for different components, such as wafer testing."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2ae1ea1-d899-4f9e-87f5-481987e2e5e8,skill/competence,sector-specific,advise on housing,"advise on housing conditions
provice consultancy on housing
inform about housing
provide advice on housing
advise on housing opportunities
advise on living conditions",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inform and support individuals or tenants in finding available housing opportunities, according to their particular needs, as well as liaise with authorities, in order to help individuals lead independent lives."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2b3891d-d710-4f53-9a68-ff7b1158fef5,knowledge,sector-specific,excavation techniques,"techniques for excavation techniques for excavating
excavating techniques
types of excavation
techniques for excavation
ways to excavate
digging methods
excavation methods
techniques used in excavation
ways of excavating",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The methods to remove rock and soil, used in an excavation site and the associated risks."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2b4c5ef-e1c4-43bf-a8d9-b5312ea76c09,skill/competence,sector-specific,perform sworn translations,"carry out sworn translations
engage in sworn translation
conduct sworn translations
performing sworn translation
performing sworn translations
sworn translation",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Translate documents of all kinds and affixing a stamp indicating the translation has been performed by somebody endorsed by the local or national authorities.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2b8cef7-436d-4bed-969c-538df31d4c8c,skill/competence,sector-specific,supervise store opening and closing procedures,"manage store opening and closing procedures
watch over store opening and closing procedures
oversee store opening and closing procedures
monitor store opening and closing procedures",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Supervise the procedures of opening and closing hours such as cleaning, stock shelfing, securing valuable items, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c34b0d-3dd2-4161-a3b0-2b84674050f4,skill/competence,sector-specific,operate tumble dryer,"run clothes dryer
operate dryer
operate clothes dryer
run tumble dryer
operating tumble dryer",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate machine to remove stains and achieve clean clothes. Measure the minimum and maximum load to insert in the machine and select the appropriate drying process for eventual moisture and leaking problems.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c3fe66-d01a-473e-a7b1-cb463a617f86,knowledge,sector-specific,hydrography,the study of water bodies,,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The scientific discipline that studies and measures the physical features of bodies of water such as oceans, lakes and rivers. It studies the current situation for navigational purposes and predicts change over time."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c5d356-43d9-4118-827c-6801e32a452a,knowledge,cross-sector,hairdressing,"hair styling
hair cutting",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The processes of washing, cutting, curling, and arranging hair."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c81ad1-2439-43cf-9c63-204187b8f771,skill/competence,cross-sector,mitigate waste of resources,"mitigate the waste of a resource
mitigate the waste of resources
reduce waste of resources
stop the waste of resources
effective use of waste resources
waste resource efficiency",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Evaluate and identify opportunities to use resources more efficiently with continuously striving to reduce waste of utilities.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2c9c20e-ff2f-4684-bf93-1d04c78f698f,skill/competence,sector-specific,maintain desalination control system,"maintaining of desalination control system
maintenance of potable water supply
desalination control system maintenance
maintenance of desalination control system
potable water supply maintenance
maintaining desalination control system
maintaining of potable water supply
maintaining potable water supply
maintain potable water supply",,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Maintain a system to obtain potable water from saline water.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2cb44cf-d50a-44b4-a7e5-c6e7c974c5e4,skill/competence,sector-specific,repair optical equipment,"optical equipment maintaining
maintaining optical equipment
optical equipment repairing
repairing optical equipment
maintain optical equipment",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify the problem of the optical instrument, check for deterioration, and replace deficient components."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,skill/competence,cross-sector,follow safety precautions in work practices,"implement safety policies
adhere to safety precautions in work practices
conform to safety precautions in work practices
follow work practice safety precautions
implement safety procedures
comply with safety precautions in work practices
follow safety guidelines
identify safety risks in workplace
follow safety precautions in work practice
use safe working methods
use correct equipment and tools
store equipment and materials safely
following safety precautions in work practices
comply with health and safety regulations",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Apply principles, policies and institutional regulations aimed at guaranteeing a safe work place for all employees."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2dae131-dd89-4e60-ba83-77e41db9d7bb,skill/competence,sector-specific,maintain railway signal equipment,"maintain rail signalling equipment
ensure functionality of railway signalling equipment
operate railway signalling equipment
maintain signalling equipment for railways
undertake maintenance on railway signalling equipment
maintain rail signal equipment
maintain railway signalling equipment
maintain railroad signal equipment
conduct railway signalling equipment maintenance
perform railway signalling equipment maintenance
maintain railway signals",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Test, operate, and maintain railway signalling equipment such as power switches and grade crossing warning devices."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2dc31f1-720c-4757-bc1b-9e563d264dcf,skill/competence,cross-sector,advise on organisational culture,"comment on organisational climate
recommend organisational culture policy
help with organisational culture
advise on organization climate
help with organisational climate
comment on organisational culture
recommend organisational climate policy",,released,2020-06-25T08:33:10.784Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Advise organisations on their internal culture and work environment as experienced by employees, and the factors which may influence the behaviour of employees."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2de37c7-7233-481b-8b1a-f4dfde11ca91,skill/competence,sector-specific,advise on merchandise features,"advise on material features
advise on product features
advise on commodity features",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Provide counsel on the buying of merchandise such as goods, vehicles or other objects, as well as providing information on their features and attributes to clients or customers."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2e42e14-80be-48cd-bb0e-ea2f0892f951,skill/competence,cross-sector,supervise practical courses,"supervising practical courses
run practical courses
manage practical courses
direct practical courses
supervises practical courses
supervise practical course
oversee practical courses",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Prepare the content and the material required for practical lessons, explain technical notions to students, answer their questions and evaluate their progress on a regular basis."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2e66c64-ee69-4854-8978-b6d1210532e1,skill/competence,occupation-specific,treat speech disorders,"diagnose speech disorders
provide speech therapy
treat a speech disorder
treat disorders of speech or swallowing and voice disorders",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Provide speech therapy to patients affected by learning disabilities such as dyslexia, stuttering, articulation problems, dyscalculia, swallowing disorders such as dysphagia, brain related conditions such as aphasia or voice conditions such as dysphonia."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2ee5710-a332-4fe7-868c-a350d121950c,knowledge,occupation-specific,music therapy theories,"music therapy theory
practical concepts and interventions in music therapy fundamentals of music therapy
theory of music therapy",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The meta-theories, theories and practical concepts and interventions in music therapy and other scientific disciplines such as medicine, psychology, psychotherapy, music science and music pedagogics."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2efac49-6a08-402c-ae58-1b8aa95980ba,skill/competence,cross-sector,design scale models,"develop scale models
arrange scale models
scale model planning
design a scale model
plan scale models
designing scale models",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Design imitations of products such as vehicles or buildings which accurately represent the dimensions of the product in a smaller format.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2f78372-c23b-41ef-bce3-2874f587579c,skill/competence,occupation-specific,assist in the administration of medication to elderly,"assist in administration of medications to elderly
hand out medication to elderly
assist in administration of medication to elderly people
provide assistance in administration of medication to elderly",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Provide support and assistance in the administration of medications to elderly people, under the strict direction and supervision of the nurse, observing and monitoring the health and emotional condition of elderly patients or residents, reporting all changes to the nurse."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2f8ea38-4052-4773-90c4-91de7116f2a4,skill/competence,sector-specific,maintain the exercise environment,"maintain the environment for exercises
maintain an exercise environment
maintain the fitness areas
preserve the fitness environment",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Help to provide a safe, clean and friendly fitness environment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2f95b34-44ca-4902-8252-09c202f46a3d,skill/competence,sector-specific,monitor national economy,"monitor national finance
monitor GDP
monitor national business
monitor gross and domestic national product
monitor gross national product
monitor gross domestic product
monitor GNP",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Supervise the economy of a country and their financial institutions such as banks and other credit institutions.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d2fd219f-5cb1-4f67-8db5-be6c5fc865c7,skill/competence,cross-sector,operate hydrogen extraction equipment,"hydrogen extraction equipment operating
tend hydrogen extraction equipment
tending hydrogen extraction equipment
hydrogen extraction equipment tending
operating hydrogen extraction equipment",,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate the equipment used in hydrogen extraction and processing.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d300a8db-f353-4acb-aa6e-9dc757daf1bf,skill/competence,sector-specific,operate farm equipment,"farm equipment using
farm equipment operating
use farm equipment
operating farm equipment
using farm equipment",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Supervise the smooth running of farm equipment which can include high pressure cleaning equipment, heating or air conditioning and monitor the temperature of premises. Make sure tractors and other vehicles are running smoothly. Interpret instructions given by computer programs and report simple operations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d302c801-e67f-4411-bfa0-275093e89b3a,knowledge,sector-specific,jewellery product categories,"jewellery product kinds
jewellery product category
jewelry product categories
jewellery product grades
jewellery product types
categories of jewellery product
jewellery products categories
jewellery product tiers",,released,2017-01-04T11:16:14Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Categories in which various types of jewellery can be found such as diamond fashion jewellery or diamond bridal jewellery.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3050294-0ab4-4377-a46f-80d894d72228,skill/competence,sector-specific,coordinate artistic production,"coordinate artistic productions
coordinating artistic production
oversee artistic production
manage artistic production",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Oversee the day-to-day coordination of production tasks so that the organisation fits within the desired artistic and business policies and in order to present productions in a uniform corporate identity to the public.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d30d9f4a-a541-4174-b197-232695a668c6,skill/competence,occupation-specific,add paint thinners,"use paint thinners
add diluent to paint
add thinners to paint
employ thinners to paint
apply thinner to paint",,released,2023-12-01T13:19:41.886Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Add paint thinners to reduce pain viscosity or to prevent paint from hardening. Wear appropriate personal protective equipment when using paint thinners.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d30dac77-a21f-45e7-a9a1-36cc1529d287,skill/competence,sector-specific,unmoor vessels,"carry out vessel unmooring
release the moorings of boats
perform vessel unmooring activities
disconnect vessel from shore
unmoor ships
release the moorings of vessels
unmoor boats
execute ship unmooring activities
disconnect ship from shore
release the moorings of ships
carry out ship unmooring",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Follow standard procedures to unmoor vessels. Manage communication between the ship and the shore.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d31fab87-2a7d-485c-b699-2901ca294b15,skill/competence,sector-specific,use functional programming,apply functional programming principles,,released,2025-06-25T08:45:06.159Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Utilise specialised ICT tools to create computer code which treats computation as the evaluation of mathematical functions and seeks to avoid state and mutable data. Use programming languages which support this method such as LISP, PROLOG and Haskell."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963,skill/competence,sector-specific,manage cloud data and storage,"manage cloud data encryption
manage cloud data retention
cloud storage and data management
implement cloud data protection
create cloud data retention",,released,2024-02-23T09:02:38.545Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Create and manage cloud data retention. Identify and implement data protection, encryption, and capacity planning needs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d329b1ed-6e7a-400e-bca2-7c1936fbfbcb,skill/competence,cross-sector,advise architects,"make recommendations to architects guide architects
advising architects
counsel architects
advise architect",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Give advise on design, safety issues, and cost reduction to architects during the pre-application phase."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d32db06e-bd06-4415-a7ab-1b0ee68caa9a,knowledge,sector-specific,ICT encryption,"TLS
symmetric-key algorithm
asymmetric cryptography
public-key cryptography
transport layer security
SSL
secure sockets layer",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The conversion of electronic data into a format which is readable only by authorized parties which use key encryption techniques, such as Public Key Infrastructure (PKI) and Secure Socket Layer (SSL)."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d336c13f-d0d9-4d15-b248-3956e6f8e695,skill/competence,sector-specific,ensure temperature control for fruits and vegetables,"ensure temperature control for fruit and vegetables
provide temperature control for fruits and vegetables
ensure temperature controls for fruits and vegetables
enable temperature control for fruits and vegetables
assure temperature control for fruits and vegetables
secure temperature control for fruits and vegetables
ensuring temperature control for fruits and vegetables",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Store vegetables and fruit in the right temperature conditions, in order to ensure freshness and extend shelf life."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d33b9bd2-6dcb-4abc-b3c2-96b8983d5c97,skill/competence,sector-specific,assess animal behaviour,"observe and assess animal behaviour
make assessments of animal behaviour
conduct analyses of animal behaviour
observe the behaviour of animals
observe animal behaviour
evaluate the behaviour of animals
assess the behaviour of animals
evaluate animal behaviour
perform analyses of animal behaviour
assess animal behavior
carry out animal behaviour evaluations
execute animal behaviour evaluations
conduct observations of animal behaviour",,released,2016-12-20T21:22:35Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Observe and evaluate the behaviour of animals in order to work with them safely and recognise deviations from normal behaviour that signal compromised health and welfare.'.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d33f0d8a-abb0-48d3-9b30-35fbdf20ddfc,skill/competence,occupation-specific,assess potential gas yield,"assessment of potential gas yield
potential gas yield estimation
estimating potential gas yield
estimating of potential gas yield
potential gas yield assessment
estimation of potential gas yield
estimate potential gas yield
assessing of potential gas yield
assessing potential gas yield",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Estimate the potential gas yield based on input from a variety of methods, such as analogy, volumetric measurement, decline analysis, material balance calculations, and reservoir simulation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d342d0f3-9b84-4b52-b764-b80b43da168f,skill/competence,sector-specific,monitor filling machines,"supervise filling machines
monitor a filling machine
oversee filling machine
monitoring filling machines
view filling machines
watch filling machines",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Monitoring filling, weighting, and packing machines."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d34ed027-4050-4612-b70e-e4242cdbdcc1,skill/competence,sector-specific,detect rail track malfunctions,"detect railway track malfunctions
recognise rail track defects
detect malfunctions in rail tracks
detect rail track flaws
detect flaws in railway tracks
recognise railway track defects
identify rail track defects
identify railway track defects
detect malfunctions in railway tracks
recognise faults in railway tracks
detect flaws in rail tracks
identify faults in railway tracks",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identify and analyse damage or malfunctions in the mechanical, pneumatic, or hydraulic equipment of rail track; determine necessary maintenance and repair work."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d350bfa6-ae99-433a-a138-1a16f8f93d33,skill/competence,sector-specific,operate meat processing equipment,"operating meat processing equipment
use meat processing equipment
work meat processing equipment
utilise meat processing equipment
handle meat processing equipment",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate meat processing equipment for meat preparations and prepared meat products.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3533b90-0767-4875-a43a-247c4bdb279b,skill/competence,sector-specific,determine footwear warehouse layout,"select footwear warehouse layout
determine layout of footwear warehouse
plan footwear warehouse layout
determine warehouse layout
organize footwear warehouse
organise footwear warehouse
footwear warehouse layout",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Select the suitable warehouse layouts according to the specific conditions of the footwear company. Plan the warehouse layout. Implement the warehouse management system.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3545bf2-2160-479c-9eb2-6c789da37d8b,skill/competence,sector-specific,select design elements,"identify images to be used
choose design images for use
select elements of design
selecting a design element",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Determine which photographs, art, or other design elements to use."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d3586c5c-e8a6-4fad-bf07-de7ca5072380,skill/competence,sector-specific,install electrical mining machinery,"installing electrical mining machinery
electrical mining machinery installation
assembling and disassembling electrical mining machines
electrical mining machines assembly and disassembly
installation of electrical mining machinery
assembly and disassembly of electrical mining machines
assemble and disassemble electrical mining machines
installing of electrical mining machinery",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Assemble and disassemble electrical mining machinery. Requires hand and eye coordination and spatial awareness.
