career_id,experience_text,experience_text_vi,degree_text,degree_text_vi,salary_min_en,salary_max_en,salary_avg_en,salary_currency_en,salary_bands_en,salary_min,salary_max,salary_avg,salary_currency,salary_bands,updated_at
1,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",60655.00,120956.00,90805.00,USD,"[{""max"""": 78526.89"," '""min'"": 60655.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 87105.84"," '""min'"": 78526.89"," """"label"""": """"Associate Level""""}"," {'""max'"": 105622.42"," '""min'"": 87105.84"," '""label'"": '""Manager Level'""}"," {'""max'"": 120030.05"," '""min'"": 105622.42"," '""label'"": '""Manager Level'""}"," {'""max'"": 120956.0"," '""min'"": 120030.05"," '""label'"": '""Executive Level'""}]""",1455720000.00,2902944000.00,2179320000.00,VND,"[{'max'"": 1884645438"," '""min'"": 1455720000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2090540106"," '""min'"": 1884645438"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2534938186"," '""min'"": 2090540106"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2880721212"," '""min'"": 2534938186"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2902944000"," '""min'"": 2880721212"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
12,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",59471.00,149995.00,104733.00,USD,"[{""max"""": 90795.03"," '""min'"": 59471.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 101131.89"," '""min'"": 90795.03"," """"label"""": """"Associate Level""""}"," {'""max'"": 127237.2"," '""min'"": 101131.89"," '""label'"": '""Manager Level'""}"," {'""max'"": 144612.6"," '""min'"": 127237.2"," '""label'"": '""Manager Level'""}"," {'""max'"": 149995.0"," '""min'"": 144612.6"," '""label'"": '""Executive Level'""}]""",1427304000.00,3599880000.00,2513592000.00,VND,"[{'max'"": 2179080795"," '""min'"": 1427304000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2427165396"," '""min'"": 2179080795"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3053692897"," '""min'"": 2427165396"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3470702465"," '""min'"": 3053692897"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 3599880000"," '""min'"": 3470702465"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
13,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",64621.00,156705.00,110663.00,USD,"[{""max"""": 92913.24"," '""min'"": 64621.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 104284.27"," '""min'"": 92913.24"," """"label"""": """"Associate Level""""}"," {'""max'"": 125982.32"," '""min'"": 104284.27"," '""label'"": '""Manager Level'""}"," {'""max'"": 156141.63"," '""min'"": 125982.32"," '""label'"": '""Manager Level'""}"," {'""max'"": 156705.0"," '""min'"": 156141.63"," '""label'"": '""Executive Level'""}]""",1550904000.00,3760920000.00,2655912000.00,VND,"[{'max'"": 2229917846"," '""min'"": 1550904000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2502822448"," '""min'"": 2229917846"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3023575717"," '""min'"": 2502822448"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3747399170"," '""min'"": 3023575717"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 3760920000"," '""min'"": 3747399170"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
14,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",78315.00,122390.00,100352.00,USD,"[{""max"""": 91924.21"," '""min'"": 78315.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 96785.36"," '""min'"": 91924.21"," """"label"""": """"Associate Level""""}"," {'""max'"": 109391.79"," '""min'"": 96785.36"," '""label'"": '""Manager Level'""}"," {'""max'"": 120697.18"," '""min'"": 109391.79"," '""label'"": '""Manager Level'""}"," {'""max'"": 122390.0"," '""min'"": 120697.18"," '""label'"": '""Executive Level'""}]""",1879560000.00,2937360000.00,2408448000.00,VND,"[{'max'"": 2206181129"," '""min'"": 1879560000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2322848541"," '""min'"": 2206181129"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2625402927"," '""min'"": 2322848541"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2896732333"," '""min'"": 2625402927"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2937360000"," '""min'"": 2896732333"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
15,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",68746.00,177291.00,123018.00,USD,"[{""max"""": 101586.26"," '""min'"": 68746.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 117501.24"," '""min'"": 101586.26"," """"label"""": """"Associate Level""""}"," {'""max'"": 141785.53"," '""min'"": 117501.24"," '""label'"": '""Manager Level'""}"," {'""max'"": 171641.99"," '""min'"": 141785.53"," '""label'"": '""Manager Level'""}"," {'""max'"": 177291.0"," '""min'"": 171641.99"," '""label'"": '""Executive Level'""}]""",1649904000.00,4254984000.00,2952432000.00,VND,"[{'max'"": 2438070239"," '""min'"": 1649904000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2820029859"," '""min'"": 2438070239"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3402852834"," '""min'"": 2820029859"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 4119407766"," '""min'"": 3402852834"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 4254984000"," '""min'"": 4119407766"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
16,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",50650.00,164047.00,107348.00,USD,"[{""max"""": 82579.2"," '""min'"": 50650.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 98474.72"," '""min'"": 82579.2"," """"label"""": """"Associate Level""""}"," {'""max'"": 130584.67"," '""min'"": 98474.72"," '""label'"": '""Manager Level'""}"," {'""max'"": 161949.02"," '""min'"": 130584.67"," '""label'"": '""Manager Level'""}"," {'""max'"": 164047.0"," '""min'"": 161949.02"," '""label'"": '""Executive Level'""}]""",1215600000.00,3937128000.00,2576352000.00,VND,"[{'max'"": 1981900693"," '""min'"": 1215600000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2363393203"," '""min'"": 1981900693"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3134032085"," '""min'"": 2363393203"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3886776412"," '""min'"": 3134032085"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 3937128000"," '""min'"": 3886776412"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
17,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",44589.00,197087.00,120838.00,USD,"[{""max"""": 97201.99"," '""min'"": 44589.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 120782.74"," '""min'"": 97201.99"," """"label"""": """"Associate Level""""}"," {'""max'"": 150686.81"," '""min'"": 120782.74"," '""label'"": '""Manager Level'""}"," {'""max'"": 190699.76"," '""min'"": 150686.81"," '""label'"": '""Manager Level'""}"," {'""max'"": 197087.0"," '""min'"": 190699.76"," '""label'"": '""Executive Level'""}]""",1070136000.00,4730088000.00,2900112000.00,VND,"[{'max'"": 2332847770"," '""min'"": 1070136000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2898785812"," '""min'"": 2332847770"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3616483401"," '""min'"": 2898785812"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 4576794307"," '""min'"": 3616483401"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 4730088000"," '""min'"": 4576794307"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
18,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",50729.00,128738.00,89733.00,USD,"[{""max"""": 72721.53"," '""min'"": 50729.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 86750.11"," '""min'"": 72721.53"," """"label"""": """"Associate Level""""}"," {'""max'"": 104898.19"," '""min'"": 86750.11"," '""label'"": '""Manager Level'""}"," {'""max'"": 123203.53"," '""min'"": 104898.19"," '""label'"": '""Manager Level'""}"," {'""max'"": 128738.0"," '""min'"": 123203.53"," '""label'"": '""Executive Level'""}]""",1217496000.00,3089712000.00,2153592000.00,VND,"[{'max'"": 1745316733"," '""min'"": 1217496000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2082002585"," '""min'"": 1745316733"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2517556561"," '""min'"": 2082002585"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2956884634"," '""min'"": 2517556561"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 3089712000"," '""min'"": 2956884634"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
19,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",74470.00,174839.00,124654.00,USD,"[{""max"""": 106425.47"," '""min'"": 74470.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 122670.84"," '""min'"": 106425.47"," """"label"""": """"Associate Level""""}"," {'""max'"": 147234.72"," '""min'"": 122670.84"," '""label'"": '""Manager Level'""}"," {'""max'"": 168654.73"," '""min'"": 147234.72"," '""label'"": '""Manager Level'""}"," {'""max'"": 174839.0"," '""min'"": 168654.73"," '""label'"": '""Executive Level'""}]""",1787280000.00,4196136000.00,2991696000.00,VND,"[{'max'"": 2554211343"," '""min'"": 1787280000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2944100085"," '""min'"": 2554211343"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3533633313"," '""min'"": 2944100085"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 4047713463"," '""min'"": 3533633313"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 4196136000"," '""min'"": 4047713463"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
20,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",71126.00,167613.00,119369.00,USD,"[{""max"""": 102975.74"," '""min'"": 71126.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 110109.53"," '""min'"": 102975.74"," """"label"""": """"Associate Level""""}"," {'""max'"": 136684.28"," '""min'"": 110109.53"," '""label'"": '""Manager Level'""}"," {'""max'"": 159277.29"," '""min'"": 136684.28"," '""label'"": '""Manager Level'""}"," {'""max'"": 167613.0"," '""min'"": 159277.29"," '""label'"": '""Executive Level'""}]""",1707024000.00,4022712000.00,2864856000.00,VND,"[{'max'"": 2471417841"," '""min'"": 1707024000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2642628642"," '""min'"": 2471417841"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3280422754"," '""min'"": 2642628642"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3822654874"," '""min'"": 3280422754"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 4022712000"," '""min'"": 3822654874"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
21,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",70069.00,183678.00,126873.00,USD,"[{""max"""": 99996.85"," '""min'"": 70069.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 119196.16"," '""min'"": 99996.85"," """"label"""": """"Associate Level""""}"," {'""max'"": 145363.36"," '""min'"": 119196.16"," '""label'"": '""Manager Level'""}"," {'""max'"": 178611.15"," '""min'"": 145363.36"," '""label'"": '""Manager Level'""}"," {'""max'"": 183678.0"," '""min'"": 178611.15"," '""label'"": '""Executive Level'""}]""",1681656000.00,4408272000.00,3044952000.00,VND,"[{'max'"": 2399924426"," '""min'"": 1681656000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2860707802"," '""min'"": 2399924426"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3488720750"," '""min'"": 2860707802"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 4286667688"," '""min'"": 3488720750"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 4408272000"," '""min'"": 4286667688"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
22,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",74086.00,100122.00,87104.00,USD,"[{""max"""": 80805.38"," '""min'"": 74086.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 84850.49"," '""min'"": 80805.38"," """"label"""": """"Associate Level""""}"," {'""max'"": 93210.4"," '""min'"": 84850.49"," '""label'"": '""Manager Level'""}"," {'""max'"": 97991.46"," '""min'"": 93210.4"," '""label'"": '""Manager Level'""}"," {'""max'"": 100122.0"," '""min'"": 97991.46"," '""label'"": '""Executive Level'""}]""",1778064000.00,2402928000.00,2090496000.00,VND,"[{'max'"": 1939329143"," '""min'"": 1778064000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2036411804"," '""min'"": 1939329143"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2237049558"," '""min'"": 2036411804"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2351795083"," '""min'"": 2237049558"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2402928000"," '""min'"": 2351795083"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
23,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",78688.00,169422.00,124055.00,USD,"[{""max"""": 105874.92"," '""min'"": 78688.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 120695.17"," '""min'"": 105874.92"," """"label"""": """"Associate Level""""}"," {'""max'"": 144852.88"," '""min'"": 120695.17"," '""label'"": '""Manager Level'""}"," {'""max'"": 166348.33"," '""min'"": 144852.88"," '""label'"": '""Manager Level'""}"," {'""max'"": 169422.0"," '""min'"": 166348.33"," '""label'"": '""Executive Level'""}]""",1888512000.00,4066128000.00,2977320000.00,VND,"[{'max'"": 2540998108"," '""min'"": 1888512000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2896684026"," '""min'"": 2540998108"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3476469001"," '""min'"": 2896684026"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3992359900"," '""min'"": 3476469001"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 4066128000"," '""min'"": 3992359900"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
24,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",52099.00,118011.00,85055.00,USD,"[{""max"""": 71792.46"," '""min'"": 52099.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 78660.68"," '""min'"": 71792.46"," """"label"""": """"Associate Level""""}"," {'""max'"": 101216.88"," '""min'"": 78660.68"," '""label'"": '""Manager Level'""}"," {'""max'"": 112931.36"," '""min'"": 101216.88"," '""label'"": '""Manager Level'""}"," {'""max'"": 118011.0"," '""min'"": 112931.36"," '""label'"": '""Executive Level'""}]""",1250376000.00,2832264000.00,2041320000.00,VND,"[{'max'"": 1723019106"," '""min'"": 1250376000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 1887856361"," '""min'"": 1723019106"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2429205150"," '""min'"": 1887856361"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 2710352678"," '""min'"": 2429205150"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 2832264000"," '""min'"": 2710352678"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
25,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",47229.00,141973.00,94601.00,USD,"[{""max"""": 79932.12"," '""min'"": 47229.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 92298.91"," '""min'"": 79932.12"," """"label"""": """"Associate Level""""}"," {'""max'"": 110829.52"," '""min'"": 92298.91"," '""label'"": '""Manager Level'""}"," {'""max'"": 138522.9"," '""min'"": 110829.52"," '""label'"": '""Manager Level'""}"," {'""max'"": 141973.0"," '""min'"": 138522.9"," '""label'"": '""Executive Level'""}]""",1133496000.00,3407352000.00,2270424000.00,VND,"[{'max'"": 1918370876"," '""min'"": 1133496000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2215173930"," '""min'"": 1918370876"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2659908596"," '""min'"": 2215173930"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3324549676"," '""min'"": 2659908596"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 3407352000"," '""min'"": 3324549676"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
26,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",61335.00,129914.00,95624.00,USD,"[{""max"""": 82148.88"," '""min'"": 61335.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 91650.48"," '""min'"": 82148.88"," """"label"""": """"Associate Level""""}"," {'""max'"": 106620.19"," '""min'"": 91650.48"," '""label'"": '""Manager Level'""}"," {'""max'"": 128881.91"," '""min'"": 106620.19"," '""label'"": '""Manager Level'""}"," {'""max'"": 129914.0"," '""min'"": 128881.91"," '""label'"": '""Executive Level'""}]""",1472040000.00,3117936000.00,2294976000.00,VND,"[{'max'"": 1971573129"," '""min'"": 1472040000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2199611532"," '""min'"": 1971573129"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2558884635"," '""min'"": 2199611532"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3093165918"," '""min'"": 2558884635"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 3117936000"," '""min'"": 3093165918"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
27,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",73519.00,195726.00,134622.00,USD,"[{""max"""": 108332.26"," '""min'"": 73519.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 133211.1"," '""min'"": 108332.26"," """"label"""": """"Associate Level""""}"," {'""max'"": 157931.4"," '""min'"": 133211.1"," '""label'"": '""Manager Level'""}"," {'""max'"": 188019.54"," '""min'"": 157931.4"," '""label'"": '""Manager Level'""}"," {'""max'"": 195726.0"," '""min'"": 188019.54"," '""label'"": '""Executive Level'""}]""",1764456000.00,4697424000.00,3230928000.00,VND,"[{'max'"": 2599974266"," '""min'"": 1764456000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 3197066435"," '""min'"": 2599974266"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 3790353686"," '""min'"": 3197066435"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 4512468984"," '""min'"": 3790353686"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 4697424000"," '""min'"": 4512468984"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
28,"Extensive skill, knowledge, and experience needed. Typically requires more than 5 years of specialized experience in leadership roles.","Cần kỹ năng, kiến thức và kinh nghiệm sâu rộng. Thường yêu cầu hơn 5 năm kinh nghiệm chuyên môn trong vai trò lãnh đạo.","Master''s degree required. Some positions may require Ph.D., M.D., or J.D. (law degree).","Yêu cầu bằng thạc sĩ. Một số vị trí có thể yêu cầu bằng tiến sĩ, bác sĩ y khoa hoặc luật sư.",64235.00,142154.00,103194.00,USD,"[{""max"""": 84415.72"," '""min'"": 64235.0"," '""label'"": '""Intern Level'""}"," {'""max'"": 96569.53"," '""min'"": 84415.72"," """"label"""": """"Associate Level""""}"," {'""max'"": 117321.3"," '""min'"": 96569.53"," '""label'"": '""Manager Level'""}"," {'""max'"": 136792.26"," '""min'"": 117321.3"," '""label'"": '""Manager Level'""}"," {'""max'"": 142154.0"," '""min'"": 136792.26"," '""label'"": '""Executive Level'""}]""",1541640000.00,3411696000.00,2476656000.00,VND,"[{'max'"": 2025977191"," '""min'"": 1541640000"," '""label'"": '""Cấp thực tập sinh'""}"," {'""max'"": 2317668605"," '""min'"": 2025977191"," '""label'"": '""Cấp nhân viên'""}"," {'""max'"": 2815711127"," '""min'"": 2317668605"," '""label'"": '""Cấp quản lý'""}"," {'""max'"": 3283014131"," '""min'"": 2815711127"," '""label'"": '""Cấp quản lý cao cấp'""}"," {'""max'"": 3411696000"," '""min'"": 3283014131"," '""label'"": '""Cấp điều hành'""}]""",2026-01-27 15:44:54.424881+00
